Microcolony Code,Date,Time,Initials,Temp,Humidity,Activity Code,MC Mass,n Total Drones,n New Drones,n Worker Deaths,Brood Code,Workers Replaced,Drones Removed,Drones Frozen?,P Mass Remain,N Mass Remain,P Mass Provided,N Mass Provid,Notes
2.6,12/6/18,2:20 PM,JH,,,,431.39,1,1,0,,,1-Jan,,,8.6,1.96,19.04,
2.6,12/9/18,2:35 PM,GW,,,,433.53,1,1,1,,1-Jan,1-Jan,,,13.47,1.95,17.19,
2.6,12/12/18,8:00 PM,GW,,,,435.14,0,0,1,,1-Jan,,,3.8,11.96,2.02,17.36,
2.6,12/15/18,8:37 PM,GW,,,,432.99,0,0,2,,2-Feb,,,,12.74,1.96,17.48,
2.6,12/18/18,4:52 PM,GW,,,,434.98,2,2,2,,2-Feb,2-Feb,,,13.08,2,17.35,
2.6,12/21/18,2:36 PM,GW,,,,437.13,0,0,0,,,,,5.4,11.03,1.99,17.57,
2.6,12/26/18,10:30 AM,JH,,,,433.27,1,1,0,,,0/1,,,8.25,2.06,18.24,
2.6,12/30/18,6:53 PM,GW,,,,435.8,3,2,0,,,3-Mar,,,8.1,2,18.1,
2.6,1/3/19,4:06 PM,GW,,,,438.01,0,0,0,,,,,3.03,10.15,1.96,17.49,
2.6,1/6/19,3:58 PM,GW,,,,436.2,0,0,0,,,,,,12.42,1.99,17.86,
2.6,1/9/19,1:30 PM,GW,,,,437.88,5,5,0,,,5-May,,,12.04,1.99,17.09,
2.7,11/13/18,9:02 PM,GW,,,,,,,,,,,,,,,,
2.7,11/16/18,17:49,GW,,,,,,,,,,,,,,,,
2.7,11/20/18,8:11 PM,GW,,,,,,,,,,,,,,,,
2.7,11/25/18,15:24,GW,,,,,,,,,,,,,,,,
2.7,11/28/18,9:26 PM,GW,,,,,,,,,,,,,,,,
2.7,12/1/18,1:30 PM,JH,,,,,,,,,,,,,,,,
2.7,12/6/18,2:20 PM,JH,,,,,,,,,,,,,,,,
2.7,12/9/18,2:35 PM,GW,,,,,,,,,,,,,,,,
2.7,12/12/18,8:00 PM,GW,,,,,,,,,,,,,,,,
2.7,12/15/18,8:37 PM,GW,,,,,,,,,,,,,,,,
2.7,12/18/18,4:52 PM,GW,,,,,,,,,,,,,,,,
2.7,12/21/18,2:36 PM,GW,,,,,,,,,,,,,,,,
2.7,12/26/18,10:30 AM,JH,,,,,,,,,,,,,,,,
2.7,12/30/18,6:53 PM,GW,,,,,,,,,,,,,,,,
2.7,1/3/19,4:06 PM,GW,,,,,,,,,,,,,,,,
2.7,1/6/19,3:58 PM,GW,,,,,,,,,,,,,,,,
2.7,1/9/19,1:30 PM,GW,,,,,,,,,,,,,,,,
3.1,11/13/18,9:02 PM,GW,,,,428.21,0,0,0,,,,,,6.4,0.99,14.2,
3.1,11/16/18,17:49,GW,,,,429.28,0,0,0,,,,,,8.2,1.01,15.16,
3.1,11/20/18,8:11 PM,GW,,,,429.68,0,0,2,,2-Feb,,,2.87,9.42,0.98,13.98,
3.1,11/25/18,15:24,GW,,,,427,0,0,2,,2-Feb,,,,8.37,3.91,26.14,
3.1,11/28/18,9:26 PM,GW,,,,431.14,0,0,1,,1-Jan,,,,20.38,3.89,25.41,
3.1,12/1/18,1:30 PM,JH,,,,434.81,0,0,0,,,,,7.96,17.1,3.86,24.82,
3.1,12/6/18,2:20 PM,JH,,,,429.99,2,2,1,,1-Jan,2-Feb,,,19.18,1.05,14.64,
3.1,12/9/18,2:35 PM,GW,,,,431.42,0,0,1,,1-Jan,,,,9.15,1.01,13.74,
3.1,12/12/18,8:00 PM,GW,,,,432.12,0,0,1,,1-Jan,,,4.4,8.45,0.97,13.64,
3.1,12/15/18,8:37 PM,GW,,,,428.52,1,1,1,,1-Jan,1-Jan,,,7.94,1.01,13.77,
3.1,12/18/18,4:52 PM,GW,,,,429.25,0,0,0,,,,,,7.89,3.93,25.1,
3.1,12/21/18,2:36 PM,GW,,,,434.8,0,0,0,,,,,4.88,6.04,3.88,26.27,
3.1,12/26/18,10:30 AM,JH,,,,434.25,2,2,0,,,,,,15.2,3.83,26.6,
3.1,12/30/18,6:53 PM,GW,,,,437.11,6,4,2,,2-Feb,6-May,,,18.6,1.04,13.87,
3.1,1/3/19,4:06 PM,GW,,,,436.68,2,2,1,,1-Jan,2-Feb,,6.81,7.99,1.03,13.96,
3.1,1/6/19,3:58 PM,GW,,,,431,0,0,2,,2-Feb,,,,8.53,1.04,14.04,
3.1,1/9/19,1:30 PM,GW,,,,431.86,0,0,1,,1-Jan,,,,7.56,0.98,15.19,
3.2,11/13/18,9:02 PM,GW,,,,434.87,0,0,3,,3-Mar,,,,21.09,1.03,13.98,
3.2,11/16/18,17:49,GW,,,,435.95,0,0,0,,,,,,0.85,1.05,17.07,
3.2,11/20/18,8:11 PM,GW,,,,437.23,0,0,1,,1-Jan,,,2.94,0.49,0.97,14.03,
3.2,11/25/18,15:24,GW,,,,434.84,0,0,2,,2-Feb,,,,0.47,3.93,25.63,
3.2,11/28/18,9:26 PM,GW,,,,439.27,0,0,1,,1-Jan,,,,19.98,3.95,25.71,
3.2,12/1/18,1:30 PM,JH,,,,442.98,0,0,2,,2-Feb,,,8.58,18.97,3.88,24.36,
3.2,12/6/18,2:20 PM,JH,,,,438.43,2,2,0,,,2-Feb,,,17.67,1.04,14.74,
3.2,12/9/18,2:35 PM,GW,,,,439.33,0,0,0,,,,,,9.11,1.01,13.4,
3.2,12/12/18,8:00 PM,GW,,,,440.42,0,0,1,,1-Jan,,,4.37,8.25,1,13.47,
3.2,12/15/18,8:37 PM,GW,,,,437,0,0,2,,2-Feb,,,,8.74,1.02,13.68,
3.2,12/18/18,4:52 PM,GW,,,,437.99,0,0,1,,1-Jan,,,,8.88,3.9,25.59,
3.2,12/21/18,2:36 PM,GW,,,,442.17,0,0,0,,,,,5.11,18.95,3.89,26.26,
3.2,12/26/18,10:30 AM,JH,,,,441.35,1,1,0,,,,,,15.51,3.98,25.92,
3.2,12/30/18,6:53 PM,GW,,,,445.69,5,4,0,,,5-May,,,15.44,1.01,14.06,
3.2,1/3/19,4:06 PM,GW,,,,444.46,1,1,0,,,1-Jan,,3.52,7.95,0.96,13.77,
3.2,1/6/19,3:58 PM,GW,,,,442.11,0,0,0,,,,,,8.42,0.95,13.87,
3.2,1/9/19,1:30 PM,GW,,,,443.53,0,0,0,,,,,,8.21,0.99,15.41,
3.3,11/13/18,9:02 PM,GW,,,,424.16,0,0,3,,3-Mar,,,,20.99,1.02,14,
3.3,11/16/18,17:49,GW,,,,425.63,0,0,0,,,,,,8.96,1.01,15.25,
3.3,11/20/18,8:11 PM,GW,,,,426.07,0,0,0,,,,,3.11,8.61,0.98,13.66,
3.3,11/25/18,15:24,GW,,,,423.76,0,0,1,,1-Jan,,,,7.77,3.88,26.51,
3.3,11/28/18,9:26 PM,GW,,,,428.2,0,0,1,,1-Jan,,,,20.9,3.92,24.25,
3.3,12/1/18,1:30 PM,JH,,,,432.35,0,0,1,,1-Jan,,,8.52,15.89,3.9,24.22,
3.3,12/6/18,2:20 PM,JH,,,,428.15,0,0,0,,,,,,16.88,0.99,14.66,
3.3,12/9/18,2:35 PM,GW,,,,428.69,0,0,0,,,,,,8.34,1,13.51,
3.3,12/12/18,8:00 PM,GW,,,,429.27,0,0,0,,,,,5.31,7.69,1.03,13.38,
3.3,12/15/18,8:37 PM,GW,,,,425.06,0,0,0,,,,,,7.75,0.97,14.05,
3.3,12/18/18,4:52 PM,GW,,,,426.4,0,0,0,,,,,,8.22,3.93,25.85,
3.3,12/21/18,2:36 PM,GW,,,,430.62,1,1,0,,,1-Jan,,5.52,18.72,3.87,25.82,
3.3,12/26/18,10:30 AM,JH,,,,428.38,0,0,1,,1-Jan,,,,18.38,3.86,25.05,
3.3,12/30/18,6:53 PM,GW,,,,431.7,0,0,1,,1-Jan,,,,19.74,0.99,13.9,
3.3,1/3/19,4:06 PM,GW,,,,432.18,2,2,1,,1-Jan,2-Feb,,7.95,8.67,1.04,13.86,
3.3,1/6/19,3:58 PM,GW,,,,425.34,0,0,2,,2-Feb,,,,9.55,0.99,14.2,
3.3,1/9/19,1:30 PM,GW,,,,425.95,0,0,2,,2-Feb,,,,11.15,0.97,14.43,
3.4,11/13/18,9:02 PM,GW,,,,436.4,0,0,0,,,,,,16.28,1.05,13.71,
3.4,11/16/18,17:49,GW,,,,436.96,0,0,0,,,,,,7.73,1.03,14.12,
3.4,11/20/18,8:11 PM,GW,,,,436.37,0,0,0,,,,,0.65,6.44,1,14.07,
3.4,11/25/18,15:24,GW,,,,436.04,0,0,1,,1-Jan,,,,7.1,3.85,26.85,
3.4,11/28/18,9:26 PM,GW,,,,442.44,6,6,1,,1-Jan,6-Jun,,,16.02,3.92,25.66,
3.4,12/1/18,1:30 PM,JH,,,,447.73,1,1,0,,,,,5.71,9.76,0.94,23.95,
3.4,12/6/18,2:20 PM,JH,,,,444.8,0,0,0,,,,,,14.26,1.05,14,
3.4,12/9/18,2:35 PM,GW,,,,443.58,0,0,0,,,,,,8.21,1.03,13.61,
3.4,12/12/18,8:00 PM,GW,,,,443.4,0,0,0,,,,,2.01,7.55,0.96,13.92,
3.4,12/15/18,8:37 PM,GW,,,,441.71,0,0,0,,,,,,6.95,1.03,13.69,
3.4,12/18/18,4:52 PM,GW,,,,442.19,7,7,1,,1-Jan,7-Jul,,,7.2,3.89,26.32,
3.4,12/21/18,2:36 PM,GW,,,,446.34,9,9,0,,,9-Sep,,3.93,15.65,3.86,25.87,
3.4,12/26/18,10:30 AM,JH,,,,444.15,1,1,1,,1-Jan,,,,14.47,3.95,25.94,
3.4,12/30/18,6:53 PM,GW,,,,447.33,2,1,1,,1-Jan,2-Feb,,,16.93,1.01,14.32,
3.4,1/3/19,4:06 PM,GW,,,,446.29,1,1,1,,1-Jan,1-Jan,,7.4,8.24,1.01,13.75,
3.4,1/6/19,3:58 PM,GW,,,,439.78,0,0,2,,2-Feb,,,,8.23,0.97,14.2,
3.4,1/9/19,1:30 PM,GW,,,,440.43,0,0,0,,,,,,8.18,1.02,14.52,
3.5,11/13/18,9:02 PM,GW,,,,425.52,0,0,1,,1-Jan,,,,20.1,1.05,13.6,
3.5,11/16/18,17:49,GW,,,,426.78,0,0,0,,,,,,9.31,0.98,16.07,
3.5,11/20/18,8:11 PM,GW,,,,427.45,0,0,3,,3-Mar,,,3,11.82,1.03,13.81,
3.5,11/25/18,15:24,GW,,,,425.21,0,0,0,,,,,,8.05,3.94,25.54,
3.5,11/28/18,9:26 PM,GW,,,,429.79,0,0,0,,,,,,19.94,3.87,25.11,
3.5,12/1/18,1:30 PM,JH,,,,433.17,0,0,0,,,,,8.56,18.82,3.96,24.3,
3.5,12/6/18,2:20 PM,JH,,,,428.3,0,0,0,,,,,,20.67,1.06,14.65,
3.5,12/9/18,2:35 PM,GW,,,,429.59,2,2,2,,2-Feb,2-Feb,,,11.51,1.01,13.68,
3.5,12/12/18,8:00 PM,GW,,,,430.66,0,0,0,,,,,5.97,8.56,1,14.17,
3.5,12/15/18,8:37 PM,GW,,,,425.75,0,0,0,,,,,,8.92,1.04,13.68,
3.5,12/18/18,4:52 PM,GW,,,,426.8,0,0,1,,1-Jan,,,,8.96,3.92,26.48,
3.5,12/21/18,2:36 PM,GW,,,,430.56,0,0,0,,,,,5.2,20.94,3.89,25.58,
3.5,12/26/18,10:30 AM,JH,,,,429.23,0,0,0,,,,,,18.58,3.9,26.58,
3.5,12/30/18,6:53 PM,GW,,,,432.6,0,0,1,,1-Jan,,,,21.55,1.05,14.01,
3.5,1/3/19,4:06 PM,GW,,,,433.35,1,1,2,,2-Feb,,,7.96,13.79,1.03,13.93,
3.5,1/6/19,3:58 PM,GW,,,,426.67,0,0,1,,1-Jan,1-Jan,,,8.2,1.05,14.42,
3.5,1/9/19,1:30 PM,GW,,,,427.43,0,0,0,,,,,,8.46,1.01,14.08,
3.6,11/13/18,9:02 PM,GW,,,,431.37,0,0,2,,2-Feb,,,,18.58,1,13.85,
3.6,11/16/18,17:49,GW,,,,432.64,0,0,0,,,,,,8.05,1.02,15.88,
3.6,11/20/18,8:11 PM,GW,,,,433.82,0,0,1,,1-Jan,,,2.15,8.78,0.96,14.01,
3.6,11/25/18,15:24,GW,,,,431.63,0,0,2,,2-Feb,,,,8.04,3.9,25.75,
3.6,11/28/18,9:26 PM,GW,,,,436.27,0,0,1,,1-Jan,,,,18.8,3.92,25.42,
3.6,12/1/18,1:30 PM,JH,,,,439.94,0,0,2,,2-Feb,,,8.07,17.57,3.86,24.12,
3.6,12/6/18,2:20 PM,JH,,,,436.45,3,3,0,,,3-Mar,,,14.86,1.05,14.27,
3.6,12/9/18,2:35 PM,GW,,,,436.65,1,1,0,,,1-Jan,,,8.63,0.96,13.34,
3.6,12/12/18,8:00 PM,GW,,,,437.1,0,0,1,,1-Jan,,,5.02,8.08,1.02,14,
3.6,12/15/18,8:37 PM,GW,,,,433.37,0,0,0,,,,,,7.97,1.01,13.97,
3.6,12/18/18,4:52 PM,GW,,,,434.51,0,0,0,,,,,,8.13,3.93,25.81,
3.6,12/21/18,2:36 PM,GW,,,,438.85,0,0,0,,,,,5.33,18.9,3.9,26.2,
3.6,12/26/18,10:30 AM,JH,,,,436.51,2,2,0,,,,,,19,3.96,26,
3.6,12/30/18,6:53 PM,GW,,,,440.24,5,3,3,,3-Mar,5-May,,,19.89,0.97,14.29,
3.6,1/3/19,4:06 PM,GW,,,,439.57,0,0,0,,,,,6.95,7.96,1.04,14.01,
3.6,1/6/19,3:58 PM,GW,,,,433.75,0,0,0,,,,,,7.89,0.96,13.87,
3.6,1/9/19,1:30 PM,GW,,,,434.65,0,0,0,,,,,,7.35,1.03,14.52,
3.7,11/13/18,9:02 PM,GW,,,,431.01,0,0,0,,,,,,9.06,1.04,14.6,
3.7,11/16/18,17:49,GW,,,,432.05,0,0,0,,,,,,9.21,1.04,14.97,
3.7,11/20/18,8:11 PM,GW,,,,432.36,0,0,0,,,,,2.46,8.23,1.01,14.13,
3.7,11/25/18,15:24,GW,,,,430.67,0,0,1,,1-Jan,,,,8.05,3.89,25.79,
3.7,11/28/18,9:26 PM,GW,,,,435.31,0,0,1,,1-Jan,,,,18.83,3.88,25.43,
3.7,12/1/18,1:30 PM,JH,,,,439.22,0,0,0,,,,,7.77,13.52,3.97,24.7,
3.7,12/6/18,2:20 PM,JH,,,,436.08,0,0,0,,,,,,14.15,1,13.66,
3.7,12/9/18,2:35 PM,GW,,,,435.57,2,2,1,,1-Jan,2-Feb,,,8.31,1.03,13.42,Drone mating with dominant worker
3.7,12/12/18,8:00 PM,GW,,,,436.32,1,1,1,,1-Jan,,,4.68,7.91,0.97,13.95,
3.7,12/15/18,8:37 PM,GW,,,,431.81,0,0,2,,2-Feb,,,,8.38,0.98,13.75,
3.7,12/18/18,4:52 PM,GW,,,,432.81,1,1,1,,1-Jan,1-Jan,,,7.63,3.9,25.75,
3.7,12/21/18,2:36 PM,GW,,,,438.21,0,0,0,,,,,5.3,8.03,3.92,26.48,
3.7,12/26/18,10:30 AM,JH,,,,435.9,0,0,3,,3-Mar,,,,19.24,3.89,25.63,
3.7,12/30/18,6:53 PM,GW,,,,438.77,1,1,1,,1-Jan,1-Jan,,,19.9,1.03,14.07,
3.7,1/3/19,4:06 PM,GW,,,,438.94,0,0,0,,,,,7.34,,1.01,14.1,
3.7,1/6/19,3:58 PM,GW,,,,433.35,0,0,2,,2-Feb,,,,9.32,0.98,13.93,
3.7,1/9/19,1:30 PM,GW,,,,433.41,0,0,1,,1-Jan,,,,9.84,1,14.41,
4.1,11/13/18,9:02 PM,GW,,,,429.23,0,0,1,,1-Jan,,,,20.81,0.78,11.54,
4.1,11/16/18,17:49,GW,,,,429.66,0,0,1,,1-Jan,,,,8.29,0.76,12.93,
4.1,11/20/18,8:11 PM,GW,,,,430.33,0,0,1,,1-Jan,,,2.25,7.58,0.71,11.51,
4.1,11/25/18,15:24,GW,,,,428.45,0,0,0,,,,,,6.47,1.61,20.37,
4.1,11/28/18,9:26 PM,GW,,,,430.3,0,0,3,,3-Mar,,,,15.45,1.58,19.07,
4.1,12/1/18,1:30 PM,JH,,,,432.1,0,0,0,,,,,2.65,9.07,1.64,18.92,
4.1,12/6/18,2:20 PM,JH,,,,430.96,1,1,0,,,1-Jan,,,,0.72,11.69,
4.1,12/9/18,2:35 PM,GW,,,,430.99,4,4,0,,,4-Apr,,,6.97,0.73,11.26,
4.1,12/12/18,8:00 PM,GW,,,,431.09,1,1,1,,1-Jan,1-Jan,,2.65,7.28,0.76,11.02,
4.1,12/15/18,8:37 PM,GW,,,,429.1,2,2,0,,,2-Feb,,,7.75,0.71,11.36,
4.1,12/18/18,4:52 PM,GW,,,,426.65,2,2,1,,1-Jan,2-Feb,,,6.64,1.59,20.04,
4.1,12/21/18,2:36 PM,GW,,,,431.22,0,0,1,,1-Jan,,,2.71,15.53,1.57,20.85,
4.1,12/26/18,10:30 AM,JH,,,,430.51,0,0,2,,2-Feb,,,,14.08,1.57,20.08,
4.1,12/30/18,6:53 PM,GW,,,,432.58,0,0,0,,,,,,12.69,0.72,11.58,
4.1,1/3/19,4:06 PM,GW,,,,431.89,0,0,0,,,,,2.17,7.73,0.73,11.65,
4.1,1/6/19,3:58 PM,GW,,,,430.21,0,0,1,,1-Jan,,,,8.35,0.73,11.11,
4.1,1/9/19,1:30 PM,GW,,,,430.82,0,0,1,,1-Jan,,,,8.34,0.78,11.99,
4.2,11/13/18,9:02 PM,GW,,,,420.5,0,0,0,,,,,,16.7,0.71,11.58,
4.2,11/16/18,17:49,GW,,,,420.75,0,0,0,,,,,,8.1,0.77,12.14,
4.2,11/20/18,8:11 PM,GW,,,,421.01,0,0,0,,,,,1.7,7.69,0.76,11.37,
4.2,11/25/18,15:24,GW,,,,419.61,0,0,1,,1-Jan,,,,7.3,1.62,19.68,
4.2,11/28/18,9:26 PM,GW,,,,421.98,0,0,1,,1-Jan,,,,12.85,1.62,19.35,
4.2,12/1/18,1:30 PM,JH,,,,423.39,1,1,0,,,1-Jan,,3.16,10.14,1.61,18.84,
4.2,12/6/18,2:20 PM,JH,,,,421.79,0,0,0,,,,,,11.8,0.75,12.56,
4.2,12/9/18,2:35 PM,GW,,,,422.17,1,1,0,,,1-Jan,,,8.13,0.71,11.01,
4.2,12/12/18,8:00 PM,GW,,,,422.37,2,2,0,,,2-Feb,,2.3,6.84,0.76,11.31,
4.2,12/15/18,8:37 PM,GW,,,,420.34,0,0,0,,,,,,7.21,0.8,11.05,
4.2,12/18/18,4:52 PM,GW,,,,421.4,0,0,0,,,,,,6.5,1.62,19.9,
4.2,12/21/18,2:36 PM,GW,,,,423.16,0,0,0,,,,,2.78,15.05,1.59,20.06,
4.2,12/26/18,10:30 AM,JH,,,,421.52,0,0,1,,1-Jan,,,,15.21,1.55,20.28,
4.2,12/30/18,6:53 PM,GW,,,,423.3,1,1,1,,1-Jan,1-Jan,,,15.13,0.75,11.6,
4.2,1/3/19,4:06 PM,GW,,,,423.41,0,0,0,,,,,2.97,7.71,0.78,11.6,
4.2,1/6/19,3:58 PM,GW,,,,421.04,0,0,0,,,,,,8.36,0.73,11.37,
4.2,1/9/19,1:30 PM,GW,,,,421.25,0,0,1,,1-Jan,,,,8.29,0.74,11.67,
4.3,11/13/18,9:02 PM,GW,,,,431.46,0,0,1,,1-Jan,,,,20.69,0.79,11.29,
4.3,11/16/18,17:49,GW,,,,432.21,0,0,1,,1-Jan,,,,8.29,0.74,13.01,
4.3,11/20/18,8:11 PM,GW,,,,432.63,0,0,0,,,,,1.25,7.18,0.79,11.12,
4.3,11/25/18,15:24,GW,,,,431.74,0,0,1,,1-Jan,,,,7,1.63,19.45,
4.3,11/28/18,9:26 PM,GW,,,,434.43,0,0,2,,2-Feb,,,,13.56,1.62,19.54,
4.3,12/1/18,1:30 PM,JH,,,,436.03,1,1,0,,,1-Jan,,3.87,10.46,1.65,18.91,
4.3,12/6/18,2:20 PM,JH,,,,433.77,4,4,0,,,4-Apr,,,10.6,0.79,12.86,
4.3,12/9/18,2:35 PM,GW,,,,434.84,1,1,1,,1-Jan,1-Jan,,,6.59,0.75,10.75,
4.3,12/12/18,8:00 PM,GW,,,,434.38,0,0,2,,2-Feb,,,1.42,7.96,0.72,11.41,
4.3,12/15/18,8:37 PM,GW,,,,432.69,0,0,0,,,,,,7.68,0.75,11.81,
4.3,12/18/18,4:52 PM,GW,,,,433.35,0,0,0,,,,,,7.61,1.59,20.01,
4.3,12/21/18,2:36 PM,GW,,,,435.92,0,0,0,,,,,2.43,14.22,1.56,20.47,
4.3,12/26/18,10:30 AM,JH,,,,434.27,1,1,3,,3-Mar,1-Jan,,,14.88,1.56,20.5,
4.3,12/30/18,6:53 PM,GW,,,,436.47,5,4,0,,,5-May,,,10.31,0.74,11.19,
4.3,1/3/19,4:06 PM,GW,,,,434.53,0,0,0,,,,,2.47,7.54,0.72,11.25,
4.3,1/6/19,3:58 PM,GW,,,,432.94,0,0,1,,1-Jan,,,,7.38,0.77,11.42,
4.3,1/9/19,1:30 PM,GW,,,,433.55,0,0,0,,,,,,6.89,0.71,11.78,
4.4,11/13/18,9:02 PM,GW,,,,422.7,0,0,1,,1-Jan,,,,18.87,0.74,1.15,
4.4,11/16/18,17:49,GW,,,,422.92,0,0,0,,,,,,7.72,0.76,11.28,
4.4,11/20/18,8:11 PM,GW,,,,422.75,0,0,0,,,,,2.43,6.99,0.76,11.15,
4.4,11/25/18,15:24,GW,,,,420.89,0,0,1,,1-Jan,,,,7.52,1.61,19.44,
4.4,11/28/18,9:26 PM,GW,,,,423.85,0,0,0,,,,,,12.23,1.56,18.97,
4.4,12/1/18,1:30 PM,JH,,,,425.58,1,1,1,,1-Jan,1-Jan,,3.07,9.91,0.66,19.17,
4.4,12/6/18,2:20 PM,JH,,,,423.69,1,1,0,,,1-Jan,,,11.35,0.81,12.5,
4.4,12/9/18,2:35 PM,GW,,,,423.73,0,0,1,,1-Jan,,,,8.29,0.72,10.99,
4.4,12/12/18,8:00 PM,GW,,,,423.81,0,0,0,,,,,2.2,6.96,0.71,10.69,
4.4,12/15/18,8:37 PM,GW,,,,422.06,0,0,0,,,,,,7.26,0.74,11.44,
4.4,12/18/18,4:52 PM,GW,,,,422.69,0,0,1,,1-Jan,,,,7.48,1.62,19.7,
4.4,12/21/18,2:36 PM,GW,,,,425.36,2,2,1,,1-Jan,2-Feb,,1.83,10.38,1.62,20.56,
4.4,12/26/18,10:30 AM,JH,,,,424.07,0,0,3,,3-Mar,,,,13.66,1.63,20.08,
4.4,12/30/18,6:53 PM,GW,,,,426.4,3,3,1,,1-Jan,3-Mar,,,11.4,0.75,11.54,
4.4,1/3/19,4:06 PM,GW,,,,424.92,2,2,2,,2-Feb,2-Feb,,2.88,8.06,0.74,11.45,
4.4,1/6/19,3:58 PM,GW,,,,422.56,1,1,1,,1-Jan,1-Jan,,,7.43,0.77,11.81,
4.4,1/9/19,1:30 PM,GW,,,,423.1,1,1,1,,1-Jan,1-Jan,,,7.88,0.76,11.84,
4.5,11/13/18,9:02 PM,GW,,,,426.32,0,0,2,,2-Feb,,,,20.64,0.71,11.2,
4.5,11/16/18,17:49,GW,,,,426.95,0,0,1,,1-Jan,,,,8.42,0.78,11.73,
4.5,11/20/18,8:11 PM,GW,,,,427.44,0,0,2,,2-Feb,,,2.42,7.97,0.77,11.26,
4.5,11/25/18,15:24,GW,,,,425.83,0,0,5,,5-May,,,,7.8,1.59,19.53,
4.5,11/28/18,9:26 PM,GW,,,,427.84,0,0,3,,3-Mar,,,,14.23,1.64,18.53,
4.5,12/1/18,1:30 PM,JH,,,,429.97,0,0,1,,1-Jan,,,3.49,9.9,1.66,19.16,
4.5,12/6/18,2:20 PM,JH,,,,428.38,0,0,1,,1-Jan,,,,12.02,0.78,12.17,
4.5,12/9/18,2:35 PM,GW,,,,428.5,0,0,1,,1-Jan,,,,8.14,0.71,10.73,
4.5,12/12/18,8:00 PM,GW,,,,428.82,0,0,0,,,,,2.72,7.79,0.74,10.62,
4.5,12/15/18,8:37 PM,GW,,,,426.84,0,0,2,,2-Feb,,,,7.51,0.75,11.26,
4.5,12/18/18,4:52 PM,GW,,,,427.69,0,0,0,,,,,,7.13,1.61,19.92,
4.5,12/21/18,2:36 PM,GW,,,,429.96,0,0,0,,,,,2.68,12.28,1.64,20.9,
4.5,12/26/18,10:30 AM,JH,,,,429.26,0,0,1,,1-Jan,,,,11.03,1.59,20.4,
4.5,12/30/18,6:53 PM,GW,,,,431.9,0,0,0,,,,,,9.9,0.78,10.85,
4.5,1/3/19,4:06 PM,GW,,,,430.37,0,0,0,,,,,2.72,8.27,0.74,11.52,
4.5,1/6/19,3:58 PM,GW,,,,428.27,0,0,0,,,,,,7.95,0.78,11.42,
4.5,1/9/19,1:30 PM,GW,,,,428.87,0,0,1,,1-Jan,,,,7.69,0.77,12.02,
4.6,11/13/18,9:02 PM,GW,,,,427.86,0,0,1,,1-Jan,,,,19.41,0.71,11.55,
4.6,11/16/18,17:49,GW,,,,429.1,0,0,2,,2-Feb,,,,8.07,0.77,11.97,
4.6,11/20/18,8:11 PM,GW,,,,429.26,0,0,3,,3-Mar,,,2.47,6.91,0.73,11.25,
4.6,11/25/18,15:24,GW,,,,421.85,0,0,0,,,,,,7.54,1.59,19.67,
4.6,11/28/18,9:26 PM,GW,,,,430.06,0,0,1,,1-Jan,,,,14.76,1.56,19.53,
4.6,12/1/18,1:30 PM,JH,,,,431.37,0,0,1,,1-Jan,,,3.49,13.2,1.7,19.21,
4.6,12/6/18,2:20 PM,JH,,,,429.19,0,0,2,,2-Feb,,,,14.9,0.81,12.42,
4.6,12/9/18,2:35 PM,GW,,,,430.42,0,0,1,,1-Jan,,,,8.69,0.76,10.68,
4.6,12/12/18,8:00 PM,GW,,,,430.76,0,0,1,,1-Jan,,,3.09,7.75,0.76,11.57,
4.6,12/15/18,8:37 PM,GW,,,,428.52,0,0,1,,1-Jan,,,,8.54,0.76,10.53,
4.6,12/18/18,4:52 PM,GW,,,,429.04,0,0,2,,2-Feb,,,,7.93,1.6,19.66,
4.6,12/21/18,2:36 PM,GW,,,,431.47,0,0,0,,,,,3.03,13.55,1.6,20.22,
4.6,12/26/18,10:30 AM,JH,,,,430.13,0,0,0,,,,,,12.07,1.65,19.59,
4.6,12/30/18,6:53 PM,GW,,,,430.94,0,0,1,,1-Jan,,,,15.36,0.77,11.27,
4.6,1/3/19,4:06 PM,GW,,,,431.12,0,0,1,,1-Jan,,,3.33,7.67,0.76,11.15,
4.6,1/6/19,3:58 PM,GW,,,,428.67,0,0,2,,2-Feb,,,,6.98,0.73,10.8,
4.6,1/9/19,1:30 PM,GW,,,,429.17,0,0,1,,1-Jan,,,,7.56,0.76,11.68,
4.7,11/13/18,9:02 PM,GW,,,,423.79,0,0,1,,1-Jan,,,,20.85,0.77,11.35,
4.7,11/16/18,17:49,GW,,,,424.41,0,0,1,,1-Jan,,,,8.55,0.76,12.82,
4.7,11/20/18,8:11 PM,GW,,,,424.86,0,0,1,,1-Jan,,,2.19,7.59,0.73,10.74,
4.7,11/25/18,15:24,GW,,,,422.74,0,0,1,,1-Jan,,,,7.08,0.59,19.5,
4.7,11/28/18,9:26 PM,GW,,,,425.18,0,0,1,,1-Jan,,,,12.94,1.58,19.07,
4.7,12/1/18,1:30 PM,JH,,,,426.6,0,0,0,,,,,3.08,11.16,1.56,19.04,
4.7,12/6/18,2:20 PM,JH,,,,425.17,2,2,1,,1-Jan,2-Feb,,,11.86,0.74,12.77,
4.7,12/9/18,2:35 PM,GW,,,,425.46,0,0,0,,,,,,9.42,0.72,10.87,
4.7,12/12/18,8:00 PM,GW,,,,425.82,0,0,0,,,,,2.35,7.9,0.76,11.39,
